revenue|date|num|city
668573|2017-01-02 09:25:00|3|Oxford
1634586|2017-08-16 13:24:00|3|Cambridge
1143476|2017-03-29 09:40:00|2|Durham
116479|2016-01-22 13:43:00|2|London
345247|2018-02-22 09:27:00|3|London
1720779|2018-05-30 11:32:00|1|Cambridge
566209|2016-01-26 15:25:00|3|Oxford
228288|2017-01-30 10:46:00|3|London
898846|2015-01-06 09:11:00|3|Durham
1229719|2018-01-09 15:39:00|2|Durham
1048961|2016-05-18 13:10:00|3|Durham
1467229|2016-02-08 09:44:00|1|Cambridge
1241015|2018-02-15 14:28:00|4|Durham
366557|2018-05-03 13:47:00|1|London
913956|2015-02-24 15:26:00|3|Durham
1276820|2018-06-14 14:48:00|2|Durham
1478313|2016-03-15 12:02:00|4|Cambridge
836995|2018-07-16 09:47:00|2|Oxford
1303025|2018-09-11 09:30:00|3|Durham
497828|2015-06-12 12:26:00|2|Oxford
1180572|2017-07-31 10:28:00|4|Durham
1265852|2018-05-09 14:26:00|3|Durham
97028|2015-11-19 12:18:00|3|London
951227|2015-06-29 12:08:00|1|Durham
561049|2016-01-08 13:37:00|2|Oxford
116189|2016-01-21 15:54:00|4|London
196902|2016-10-17 13:55:00|4|London
827863|2018-06-14 11:57:00|3|Oxford
1419296|2015-09-01 10:45:00|4|Cambridge
1492911|2016-05-03 09:45:00|4|Cambridge
329687|2018-01-02 09:44:00|3|London
798165|2018-03-07 15:10:00|2|Oxford
64000|2015-08-03 09:08:00|1|London
1594919|2017-04-06 11:51:00|3|Cambridge
1563319|2016-12-22 11:26:00|4|Cambridge
547219|2015-11-24 14:40:00|2|Oxford
1406671|2015-07-21 10:50:00|3|Cambridge
1754302|2018-09-18 15:56:00|3|Cambridge
599260|2016-05-16 11:57:00|3|Oxford
953109|2015-07-03 15:26:00|2|Durham
297071|2017-09-14 13:26:00|3|London
345426|2018-02-22 12:26:00|2|London
825224|2018-06-06 10:04:00|2|Oxford
1360119|2015-02-16 13:49:00|4|Cambridge
1736322|2018-07-20 10:58:00|3|Cambridge
1173201|2017-07-05 13:55:00|3|Durham
433885|2018-12-13 13:15:00|2|London
944580|2015-06-05 13:37:00|3|Durham
1684450|2018-01-30 09:29:00|3|Cambridge
725437|2017-07-10 09:54:00|4|Oxford
74829|2015-09-07 14:12:00|2|London
267427|2017-06-08 10:32:00|3|London
1728730|2018-06-26 10:44:00|1|Cambridge
918104|2015-03-10 14:24:00|3|Durham
1770724|2018-11-12 15:59:00|3|Cambridge
190486|2016-09-26 12:14:00|2|London
1207483|2017-10-27 09:55:00|2|Durham
1141965|2017-03-23 12:33:00|3|Durham
1700334|2018-03-22 14:36:00|4|Cambridge
285658|2017-08-08 12:40:00|3|London
324251|2017-12-14 10:21:00|2|London
404512|2018-09-06 14:52:00|1|London
220344|2017-01-03 11:41:00|2|London
247887|2017-04-04 14:39:00|2|London
1443407|2015-11-19 12:39:00|1|Cambridge
1178501|2017-07-24 11:02:00|1|Durham
238356|2017-03-03 10:10:00|3|London
602702|2016-05-26 13:11:00|3|Oxford
1280255|2018-06-26 15:55:00|4|Durham
498695|2015-06-16 12:51:00|2|Oxford
642127|2016-10-05 10:42:00|2|Oxford
758758|2017-10-27 10:56:00|3|Oxford
507422|2015-07-15 10:57:00|3|Oxford
218396|2016-12-27 14:18:00|1|London
950903|2015-06-26 13:45:00|3|Durham
1151881|2017-04-26 09:25:00|3|Durham
322747|2017-12-08 13:21:00|1|London
132161|2016-03-15 15:28:00|3|London
1731349|2018-07-04 12:17:00|3|Cambridge
160478|2016-06-17 10:17:00|3|London
1480930|2016-03-23 13:33:00|3|Cambridge
1391389|2015-05-29 15:45:00|3|Cambridge
1643991|2017-09-15 15:47:00|3|Cambridge
237172|2017-02-28 11:29:00|3|London
307961|2017-10-20 12:30:00|3|London
1243336|2018-02-23 11:03:00|3|Durham
1028387|2016-03-10 14:05:00|4|Durham
1653154|2017-10-17 14:08:00|3|Cambridge
904861|2015-01-26 11:12:00|2|Durham
887478|2018-12-31 09:10:00|2|Oxford
1766450|2018-10-29 14:55:00|4|Cambridge
94916|2015-11-12 12:11:00|2|London
869535|2018-10-31 11:50:00|4|Oxford
612165|2016-06-28 09:31:00|3|Oxford
1372895|2015-03-31 09:14:00|3|Cambridge
898650|2015-01-05 12:56:00|4|Durham
1281183|2018-06-29 10:20:00|1|Durham
837930|2018-07-18 11:20:00|3|Oxford
594474|2016-04-29 09:22:00|3|Oxford
1408373|2015-07-27 11:08:00|3|Cambridge
371626|2018-05-21 14:04:00|2|London
68839|2015-08-18 12:36:00|3|London
192006|2016-09-30 09:30:00|3|London
1138067|2017-03-10 10:44:00|2|Durham
697982|2017-04-07 15:25:00|4|Oxford
154581|2016-05-30 10:14:00|3|London
512688|2015-07-31 14:31:00|4|Oxford
1586825|2017-03-10 10:16:00|4|Cambridge
1260987|2018-04-24 10:32:00|2|Durham
1269084|2018-05-21 12:10:00|3|Durham
1045583|2016-05-06 13:00:00|4|Durham
644557|2016-10-13 09:06:00|3|Oxford
274132|2017-06-30 10:01:00|3|London
115322|2016-01-19 15:29:00|4|London
306727|2017-10-17 12:59:00|4|London
219363|2016-12-30 09:22:00|3|London
1674609|2017-12-27 13:52:00|3|Cambridge
157710|2016-06-08 13:16:00|4|London
1254678|2018-04-03 10:38:00|3|Durham
969237|2015-08-27 10:35:00|3|Durham
1695678|2018-03-07 14:11:00|3|Cambridge
965300|2015-08-13 15:08:00|2|Durham
1050871|2016-05-25 09:55:00|4|Durham
616417|2016-07-12 10:13:00|2|Oxford
118825|2016-02-01 10:43:00|3|London
1506277|2016-06-15 15:00:00|3|Cambridge
7070|2015-01-23 14:34:00|3|London
902944|2015-01-19 14:20:00|3|Durham
332798|2018-01-11 12:28:00|3|London
1321074|2018-11-08 15:37:00|3|Durham
1684040|2018-01-29 09:40:00|3|Cambridge
380788|2018-06-20 12:24:00|4|London
405224|2018-09-10 12:42:00|2|London
1742141|2018-08-09 09:43:00|1|Cambridge
726320|2017-07-12 10:35:00|3|Oxford
681524|2017-02-13 14:46:00|3|Oxford
1009103|2016-01-06 15:27:00|4|Durham
923966|2015-03-30 13:52:00|3|Durham
817327|2018-05-10 11:46:00|3|Oxford
825921|2018-06-07 14:40:00|3|Oxford
1030721|2016-03-18 10:53:00|3|Durham
825071|2018-06-05 14:32:00|1|Oxford
95564|2015-11-13 15:58:00|4|London
708515|2017-05-12 15:33:00|3|Oxford
22303|2015-03-16 15:51:00|3|London
1238206|2018-02-07 09:45:00|3|Durham
1264442|2018-05-04 11:59:00|3|Durham
130789|2016-03-10 13:39:00|2|London
788448|2018-02-02 14:36:00|4|Oxford
1096182|2016-10-21 14:19:00|2|Durham
445525|2019-01-22 10:47:00|4|London
1716954|2018-05-17 10:56:00|4|Cambridge
1395290|2015-06-12 10:36:00|2|Cambridge
756581|2017-10-20 09:44:00|2|Oxford
457180|2015-01-28 15:35:00|3|Oxford
1521696|2016-08-05 12:22:00|3|Cambridge
1422997|2015-09-14 09:17:00|2|Cambridge
1013547|2016-01-21 12:20:00|3|Durham
1253182|2018-03-28 13:46:00|3|Durham
972773|2015-09-08 13:23:00|2|Durham
512623|2015-07-31 13:26:00|1|Oxford
1359341|2015-02-12 14:53:00|3|Cambridge
1076188|2016-08-17 10:52:00|3|Durham
434742|2018-12-17 13:30:00|3|London
493953|2015-06-01 11:00:00|3|Oxford
443151|2019-01-14 13:19:00|2|London
32549|2015-04-20 11:12:00|3|London
1372749|2015-03-30 13:49:00|2|Cambridge
551247|2015-12-08 11:38:00|2|Oxford
546104|2015-11-20 10:07:00|4|Oxford
1395402|2015-06-12 12:28:00|3|Cambridge
120872|2016-02-08 09:45:00|3|London
967340|2015-08-20 14:03:00|3|Durham
145675|2016-04-29 09:09:00|4|London
1156742|2017-05-11 13:15:00|3|Durham
1461571|2016-01-19 13:40:00|3|Cambridge
650221|2016-11-01 12:17:00|1|Oxford
983145|2015-10-13 10:50:00|2|Durham
1682657|2018-01-23 14:41:00|1|Cambridge
937483|2015-05-13 14:37:00|3|Durham
1446698|2015-12-01 11:22:00|3|Cambridge
1531784|2016-09-08 12:06:00|2|Cambridge
1200768|2017-10-05 10:16:00|4|Durham
1345255|2019-01-29 11:40:00|3|Durham
490096|2015-05-19 09:52:00|4|Oxford
45490|2015-06-02 09:22:00|3|London
228024|2017-01-27 13:23:00|3|London
1220557|2017-12-11 10:18:00|3|Durham
1036311|2016-04-06 12:50:00|1|Durham
523293|2015-09-04 15:51:00|4|Oxford
1647948|2017-09-29 11:34:00|2|Cambridge
875958|2018-11-21 13:38:00|3|Oxford
502680|2015-06-30 09:06:00|4|Oxford
540034|2015-10-30 14:12:00|2|Oxford
1020770|2016-02-15 13:26:00|3|Durham
764124|2017-11-15 09:09:00|4|Oxford
522664|2015-09-03 12:23:00|4|Oxford
988919|2015-10-30 15:51:00|3|Durham
225528|2017-01-19 13:53:00|3|London
1288466|2018-07-24 12:26:00|3|Durham
331653|2018-01-08 14:26:00|2|London
967903|2015-08-24 09:24:00|3|Durham
252933|2017-04-20 14:33:00|2|London
564492|2016-01-20 14:52:00|2|Oxford
736258|2017-08-14 14:50:00|3|Oxford
255726|2017-05-01 11:59:00|3|London
19714|2015-03-06 14:48:00|3|London
274101|2017-06-30 09:30:00|4|London
1693719|2018-03-01 09:36:00|4|Cambridge
1227925|2018-01-03 13:49:00|3|Durham
64006|2015-08-03 09:14:00|2|London
1461319|2016-01-19 09:28:00|4|Cambridge
474219|2015-03-26 11:53:00|3|Oxford
1471931|2016-02-23 10:55:00|3|Cambridge
1103422|2016-11-15 15:42:00|3|Durham
553275|2015-12-15 10:21:00|2|Oxford
26193|2015-03-30 10:31:00|3|London
304060|2017-10-09 10:38:00|3|London
10490|2015-02-04 15:26:00|2|London
235176|2017-02-21 13:18:00|3|London
45740|2015-06-02 13:32:00|1|London
1319237|2018-11-02 13:04:00|3|Durham
1368891|2015-03-17 12:40:00|4|Cambridge
1563912|2016-12-23 14:18:00|3|Cambridge
681838|2017-02-14 12:59:00|4|Oxford
1371323|2015-03-25 11:06:00|3|Cambridge
802017|2018-03-21 09:12:00|4|Oxford
897686|2015-01-01 10:54:00|1|Durham
821747|2018-05-24 15:16:00|1|Oxford
727819|2017-07-17 14:31:00|2|Oxford
1524748|2016-08-16 14:07:00|4|Cambridge
1194593|2017-09-14 12:36:00|3|Durham
1572182|2017-01-20 11:48:00|4|Cambridge
1565971|2016-12-30 13:32:00|3|Cambridge
1204801|2017-10-18 14:20:00|3|Durham
1307650|2018-09-26 09:24:00|3|Durham
953829|2015-07-07 13:24:00|1|Durham
711552|2017-05-24 10:02:00|1|Oxford
1781764|2018-12-19 10:32:00|3|Cambridge
1622068|2017-07-05 15:16:00|2|Cambridge
676380|2017-01-26 13:14:00|3|Oxford
662032|2016-12-09 12:40:00|3|Oxford
1256941|2018-04-10 13:16:00|4|Durham
546833|2015-11-23 15:15:00|3|Oxford
419505|2018-10-26 12:09:00|3|London
67026|2015-08-12 10:27:00|3|London
641721|2016-10-04 10:57:00|3|Oxford
426137|2018-11-19 10:25:00|3|London
215111|2016-12-15 15:41:00|3|London
420696|2018-10-31 10:57:00|3|London
479155|2015-04-13 09:57:00|1|Oxford
405784|2018-09-11 15:01:00|3|London
1318238|2018-10-31 10:27:00|1|Durham
241521|2017-03-14 13:48:00|3|London
977294|2015-09-23 11:33:00|3|Durham
1337440|2019-01-02 14:44:00|3|Durham
1160860|2017-05-25 11:43:00|1|Durham
1475535|2016-03-04 14:51:00|2|Cambridge
118983|2016-02-01 13:21:00|4|London
216117|2016-12-20 11:24:00|1|London
347009|2018-02-28 10:45:00|3|London
1386107|2015-05-13 11:55:00|2|Cambridge
1417639|2015-08-26 11:12:00|4|Cambridge
1623107|2017-07-10 11:32:00|3|Cambridge
686304|2017-03-01 10:14:00|3|Oxford
1526375|2016-08-22 13:10:00|3|Cambridge
723556|2017-07-03 13:38:00|3|Oxford
992596|2015-11-12 13:59:00|4|Durham
1539162|2016-10-03 15:47:00|3|Cambridge
1531689|2016-09-08 10:31:00|1|Cambridge
1426800|2015-09-25 09:31:00|3|Cambridge
508644|2015-07-20 10:16:00|2|Oxford
569453|2016-02-05 13:21:00|3|Oxford
1497169|2016-05-17 10:33:00|4|Cambridge
1667604|2017-12-05 09:23:00|4|Cambridge
1117257|2016-12-30 14:44:00|1|Durham
465431|2015-02-25 12:46:00|3|Oxford
152199|2016-05-20 12:38:00|3|London
487753|2015-05-11 12:55:00|2|Oxford
129938|2016-03-08 13:30:00|2|London
336445|2018-01-24 10:06:00|1|London
698215|2017-04-10 12:17:00|2|Oxford
1138733|2017-03-13 14:49:00|4|Durham
1328762|2018-12-05 10:26:00|2|Durham
971048|2015-09-02 12:42:00|2|Durham
784507|2018-01-22 12:04:00|4|Oxford
476301|2015-04-02 11:30:00|1|Oxford
1281772|2018-07-02 13:08:00|3|Durham
993792|2015-11-17 12:52:00|4|Durham
127550|2016-02-29 15:48:00|2|London
872252|2018-11-08 15:01:00|3|Oxford
229276|2017-02-01 13:12:00|4|London
1753854|2018-09-17 15:29:00|4|Cambridge
1138879|2017-03-14 10:14:00|3|Durham
383540|2018-06-29 09:09:00|4|London
1541660|2016-10-11 15:19:00|3|Cambridge
66461|2015-08-10 15:04:00|4|London
1623397|2017-07-11 09:21:00|2|Cambridge
214146|2016-12-13 13:38:00|3|London
1506550|2016-06-16 12:32:00|3|Cambridge
725844|2017-07-11 09:40:00|3|Oxford
1413002|2015-08-11 11:06:00|3|Cambridge
1659185|2017-11-07 09:24:00|2|Cambridge
473213|2015-03-24 09:09:00|3|Oxford
341638|2018-02-09 12:27:00|4|London
1253115|2018-03-28 12:39:00|3|Durham
166562|2016-07-07 13:27:00|1|London
441347|2019-01-08 11:19:00|4|London
1591717|2017-03-27 14:37:00|4|Cambridge
6730|2015-01-22 15:55:00|4|London
631273|2016-08-30 12:14:00|3|Oxford
1635556|2017-08-18 15:32:00|4|Cambridge
177750|2016-08-15 10:28:00|3|London
1533645|2016-09-14 15:03:00|2|Cambridge
1459048|2016-01-11 13:43:00|2|Cambridge
1411472|2015-08-05 13:40:00|2|Cambridge
1072239|2016-08-03 15:13:00|4|Durham
98194|2015-11-24 10:41:00|3|London
1718605|2018-05-23 10:23:00|3|Cambridge
1385987|2015-05-13 09:55:00|2|Cambridge
266780|2017-06-06 13:47:00|3|London
1387312|2015-05-18 10:57:00|2|Cambridge
258803|2017-05-10 14:09:00|3|London
518666|2015-08-20 15:55:00|2|Oxford
883822|2018-12-18 11:23:00|1|Oxford
469850|2015-03-12 09:14:00|2|Oxford
946129|2015-06-11 11:22:00|4|Durham
762713|2017-11-09 13:42:00|1|Oxford
1748243|2018-08-29 13:11:00|3|Cambridge
265126|2017-05-31 14:17:00|4|London
455016|2015-01-21 14:36:00|1|Oxford
1041602|2016-04-25 09:48:00|3|Durham
1104827|2016-11-21 11:03:00|3|Durham
1765588|2018-10-25 14:35:00|2|Cambridge
626528|2016-08-15 10:20:00|2|Oxford
30924|2015-04-14 12:11:00|2|London
1485219|2016-04-06 14:52:00|3|Cambridge
1527893|2016-08-26 10:24:00|3|Cambridge
984892|2015-10-19 11:53:00|4|Durham
338530|2018-01-31 09:46:00|3|London
454031|2015-01-19 12:13:00|4|Oxford
545521|2015-11-18 14:26:00|3|Oxford
942325|2015-05-29 11:07:00|3|Durham
823529|2018-05-31 09:53:00|3|Oxford
660516|2016-12-05 15:28:00|3|Oxford
1708942|2018-04-20 10:43:00|2|Cambridge
230694|2017-02-06 15:47:00|3|London
804557|2018-03-29 09:26:00|3|Oxford
416936|2018-10-18 11:26:00|3|London
291650|2017-08-28 14:18:00|1|London
176496|2016-08-10 10:37:00|3|London
9366|2015-02-02 10:44:00|4|London
803689|2018-03-27 09:00:00|4|Oxford
1606505|2017-05-15 15:30:00|2|Cambridge
1426500|2015-09-24 11:32:00|2|Cambridge
929934|2015-04-17 15:06:00|4|Durham
1449937|2015-12-11 09:13:00|3|Cambridge
831108|2018-06-26 09:54:00|3|Oxford
485680|2015-05-04 13:27:00|3|Oxford
1114322|2016-12-21 14:56:00|3|Durham
267311|2017-06-07 15:37:00|1|London
1200187|2017-10-03 14:37:00|3|Durham
1564608|2016-12-27 11:52:00|3|Cambridge
1624664|2017-07-14 09:25:00|3|Cambridge
247198|2017-04-03 10:11:00|2|London
720717|2017-06-22 15:26:00|4|Oxford
1486093|2016-04-08 15:24:00|2|Cambridge
34356|2015-04-24 13:15:00|1|London
1085088|2016-09-15 11:51:00|2|Durham
922381|2015-03-24 15:31:00|4|Durham
1425188|2015-09-21 10:43:00|2|Cambridge
1495656|2016-05-11 13:24:00|3|Cambridge
29729|2015-04-09 13:19:00|1|London
911187|2015-02-16 11:23:00|3|Durham
504464|2015-07-06 10:46:00|2|Oxford
1077062|2016-08-19 11:24:00|3|Durham
773622|2017-12-15 13:05:00|4|Oxford
1217070|2017-11-28 15:20:00|4|Durham
562598|2016-01-14 11:22:00|3|Oxford
727991|2017-07-18 10:22:00|3|Oxford
328880|2017-12-29 10:19:00|1|London
402360|2018-08-30 14:05:00|3|London
840361|2018-07-26 09:45:00|3|Oxford
1615686|2017-06-14 14:09:00|3|Cambridge
613063|2016-06-30 10:27:00|2|Oxford
746873|2017-09-19 09:19:00|2|Oxford
525992|2015-09-15 11:43:00|1|Oxford
628394|2016-08-19 13:22:00|1|Oxford
777416|2017-12-28 13:10:00|2|Oxford
986655|2015-10-23 13:12:00|1|Durham
1191302|2017-09-04 13:53:00|4|Durham
1039217|2016-04-15 12:09:00|2|Durham
317739|2017-11-22 14:05:00|3|London
210334|2016-11-30 13:15:00|3|London
1254529|2018-04-02 15:10:00|3|Durham
491272|2015-05-21 15:26:00|3|Oxford
77820|2015-09-16 14:56:00|2|London
153185|2016-05-24 15:02:00|3|London
830482|2018-06-22 13:30:00|1|Oxford
1028091|2016-03-10 09:09:00|3|Durham
713056|2017-05-29 14:03:00|3|Oxford
355289|2018-03-27 15:26:00|2|London
45824|2015-06-02 14:56:00|4|London
913191|2015-02-23 09:42:00|3|Durham
684697|2017-02-23 11:31:00|3|Oxford
1047903|2016-05-16 09:34:00|2|Durham
676655|2017-01-27 10:48:00|3|Oxford
1145157|2017-04-04 09:37:00|3|Durham
201168|2016-10-31 14:51:00|4|London
688143|2017-03-07 12:49:00|4|Oxford
1265502|2018-05-08 15:37:00|3|Durham
314372|2017-11-10 14:06:00|3|London
1352930|2015-01-22 13:17:00|3|Cambridge
217272|2016-12-23 09:36:00|3|London
516962|2015-08-14 15:35:00|3|Oxford
832219|2018-06-28 14:23:00|3|Oxford
281775|2017-07-26 11:06:00|3|London
1762951|2018-10-17 12:44:00|3|Cambridge
1467520|2016-02-08 14:35:00|3|Cambridge
784689|2018-01-22 15:06:00|3|Oxford
447350|2019-01-28 13:08:00|3|London
557232|2015-12-28 13:09:00|3|Oxford
1600861|2017-04-26 12:39:00|3|Cambridge
1013105|2016-01-20 11:59:00|1|Durham
192199|2016-09-30 12:43:00|4|London
1482619|2016-03-29 13:38:00|3|Cambridge
1126667|2017-02-01 10:11:00|1|Durham
916261|2015-03-04 11:45:00|3|Durham
130336|2016-03-09 13:07:00|3|London
789017|2018-02-06 10:03:00|4|Oxford
1076685|2016-08-18 12:08:00|3|Durham
1382773|2015-05-01 12:29:00|2|Cambridge
616688|2016-07-12 14:44:00|4|Oxford
1294486|2018-08-13 14:32:00|4|Durham
1133357|2017-02-23 09:25:00|3|Durham
1691577|2018-02-21 16:00:00|3|Cambridge
1704098|2018-04-04 14:11:00|2|Cambridge
1359738|2015-02-13 14:29:00|3|Cambridge
1453170|2015-12-22 13:59:00|4|Cambridge
337336|2018-01-26 10:55:00|2|London
1186264|2017-08-17 14:07:00|3|Durham
1538031|2016-09-29 10:58:00|2|Cambridge
1242908|2018-02-22 10:56:00|4|Durham
933987|2015-05-01 12:29:00|4|Durham
1448521|2015-12-07 13:41:00|4|Cambridge
729026|2017-07-20 13:35:00|2|Oxford
188749|2016-09-20 11:21:00|2|London
1043879|2016-05-02 12:40:00|1|Durham
1538635|2016-09-30 14:01:00|3|Cambridge
27499|2015-04-02 11:14:00|1|London
1099692|2016-11-03 09:40:00|3|Durham
1696415|2018-03-09 12:26:00|4|Cambridge
634319|2016-09-08 13:53:00|3|Oxford
246730|2017-03-31 09:24:00|3|London
1281974|2018-07-03 09:29:00|3|Durham
433265|2018-12-12 09:56:00|4|London
1782114|2018-12-20 09:21:00|3|Cambridge
1165672|2017-06-09 14:44:00|1|Durham
1764224|2018-10-22 12:54:00|3|Cambridge
1364995|2015-03-04 10:53:00|3|Cambridge
1392355|2015-06-03 10:48:00|3|Cambridge
745786|2017-09-14 12:15:00|4|Oxford
294012|2017-09-05 11:34:00|2|London
212419|2016-12-07 12:55:00|3|London
1285808|2018-07-16 10:14:00|3|Durham
1438085|2015-11-02 15:10:00|3|Cambridge
524594|2015-09-10 09:28:00|3|Oxford
1318344|2018-10-31 12:13:00|4|Durham
1477260|2016-03-10 15:32:00|3|Cambridge
473185|2015-03-23 15:42:00|2|Oxford
144760|2016-04-26 14:57:00|4|London
622254|2016-08-01 09:16:00|3|Oxford
749390|2017-09-27 09:10:00|3|Oxford
615590|2016-07-08 10:28:00|2|Oxford
1615938|2017-06-15 11:20:00|2|Cambridge
581632|2016-03-17 12:51:00|4|Oxford
1732004|2018-07-06 09:10:00|1|Cambridge
828996|2018-06-19 09:47:00|4|Oxford
1448797|2015-12-08 11:16:00|3|Cambridge
488033|2015-05-12 10:34:00|4|Oxford
885461|2018-12-24 10:38:00|3|Oxford
43777|2015-05-26 15:54:00|4|London
161296|2016-06-21 09:53:00|3|London
1181832|2017-08-03 10:25:00|4|Durham
1772621|2018-11-19 12:31:00|3|Cambridge
931607|2015-04-23 14:55:00|4|Durham
1074230|2016-08-10 13:19:00|1|Durham
655491|2016-11-17 15:55:00|3|Oxford
920018|2015-03-17 11:13:00|4|Durham
298330|2017-09-19 13:22:00|4|London
514633|2015-08-07 11:51:00|4|Oxford
343955|2018-02-16 15:59:00|2|London
1640841|2017-09-06 12:24:00|4|Cambridge
269813|2017-06-15 15:13:00|4|London
1249426|2018-03-15 14:19:00|3|Durham
735847|2017-08-11 15:00:00|3|Oxford
1191933|2017-09-06 10:22:00|3|Durham
390898|2018-07-24 12:30:00|3|London
770868|2017-12-07 09:17:00|2|Oxford
1652408|2017-10-13 15:44:00|3|Cambridge
288553|2017-08-17 11:48:00|3|London
1428076|2015-09-30 09:44:00|3|Cambridge
596112|2016-05-04 15:37:00|4|Oxford
176690|2016-08-10 13:51:00|1|London
340069|2018-02-05 14:22:00|3|London
702714|2017-04-25 10:05:00|3|Oxford
82715|2015-10-02 12:19:00|2|London
1016322|2016-02-01 09:28:00|4|Durham
278049|2017-07-13 12:09:00|4|London
957347|2015-07-17 15:54:00|2|Durham
537772|2015-10-23 11:35:00|4|Oxford
1502763|2016-06-03 12:34:00|2|Cambridge
84709|2015-10-09 10:28:00|4|London
1689244|2018-02-14 12:12:00|2|Cambridge
428688|2018-11-27 10:50:00|4|London
1579144|2017-02-13 15:34:00|3|Cambridge
1004804|2015-12-23 13:58:00|3|Durham
1119742|2017-01-09 14:03:00|1|Durham
1127307|2017-02-02 13:50:00|3|Durham
1438623|2015-11-04 10:06:00|3|Cambridge
385650|2018-07-06 09:14:00|3|London
963595|2015-08-07 14:47:00|1|Durham
431127|2018-12-05 09:23:00|3|London
6377|2015-01-22 10:02:00|3|London
276631|2017-07-10 09:34:00|1|London
350038|2018-03-09 12:07:00|2|London
928989|2015-04-15 13:23:00|3|Durham
597377|2016-05-09 15:39:00|1|Oxford
580035|2016-03-11 14:18:00|4|Oxford
1536009|2016-09-22 12:21:00|3|Cambridge
1124384|2017-01-24 14:14:00|3|Durham
1417363|2015-08-25 13:37:00|4|Cambridge
1778240|2018-12-06 14:57:00|1|Cambridge
896444|2019-01-29 11:15:00|3|Oxford
73715|2015-09-03 09:40:00|4|London
1713469|2018-05-04 16:00:00|3|Cambridge
941353|2015-05-26 15:58:00|3|Durham
688175|2017-03-07 13:21:00|2|Oxford
1219694|2017-12-07 09:57:00|3|Durham
423597|2018-11-09 10:11:00|3|London
256034|2017-05-02 10:06:00|2|London
1393403|2015-06-05 14:14:00|2|Cambridge
1213890|2017-11-17 11:27:00|3|Durham
1061559|2016-06-29 12:38:00|3|Durham
321068|2017-12-04 13:26:00|2|London
1575783|2017-02-01 15:41:00|3|Cambridge
1369905|2015-03-19 15:32:00|4|Cambridge
423613|2018-11-09 10:27:00|2|London
61066|2015-07-23 09:21:00|3|London
1454539|2015-12-25 15:45:00|4|Cambridge
281970|2017-07-26 14:21:00|3|London
968141|2015-08-24 13:22:00|3|Durham
1576012|2017-02-02 12:29:00|3|Cambridge
1639474|2017-09-01 10:40:00|4|Cambridge
560078|2016-01-06 11:28:00|4|Oxford
984362|2015-10-16 10:04:00|3|Durham
41986|2015-05-20 14:07:00|4|London
1510602|2016-06-30 09:54:00|3|Cambridge
1646448|2017-09-25 14:38:00|3|Cambridge
1253998|2018-03-30 13:20:00|2|Durham
1075436|2016-08-15 12:22:00|4|Durham
1376540|2015-04-10 13:51:00|4|Cambridge
1435245|2015-10-23 09:56:00|3|Cambridge
633900|2016-09-07 13:55:00|3|Oxford
274420|2017-06-30 14:49:00|2|London
297752|2017-09-18 10:45:00|3|London
25459|2015-03-26 12:19:00|3|London
556068|2015-12-23 14:48:00|2|Oxford
852462|2018-09-04 14:58:00|2|Oxford
132078|2016-03-15 14:05:00|2|London
908717|2015-02-06 12:19:00|3|Durham
648979|2016-10-27 12:38:00|2|Oxford
1094185|2016-10-17 09:06:00|3|Durham
380879|2018-06-20 13:55:00|3|London
632677|2016-09-02 14:35:00|3|Oxford
823050|2018-05-29 15:56:00|3|Oxford
1432799|2015-10-15 11:16:00|3|Cambridge
98990|2015-11-26 09:55:00|3|London
842433|2018-08-02 09:12:00|3|Oxford
1459698|2016-01-13 10:31:00|3|Cambridge
1528217|2016-08-26 15:48:00|3|Cambridge
896607|2019-01-29 13:58:00|3|Oxford
1454528|2015-12-25 15:34:00|4|Cambridge
323734|2017-12-12 15:46:00|3|London
890683|2019-01-09 13:28:00|3|Oxford
1142021|2017-03-23 13:29:00|3|Durham
831675|2018-06-27 12:20:00|1|Oxford
833726|2018-07-04 11:26:00|1|Oxford
608633|2016-06-15 13:48:00|2|Oxford
139845|2016-04-11 10:13:00|3|London
1609545|2017-05-25 10:02:00|3|Cambridge
1679903|2018-01-15 10:53:00|3|Cambridge
533112|2015-10-08 11:06:00|3|Oxford
474538|2015-03-27 10:11:00|3|Oxford
1614304|2017-06-09 12:10:00|2|Cambridge
987622|2015-10-27 15:17:00|2|Durham
236991|2017-02-27 15:29:00|3|London
1630107|2017-08-01 15:56:00|2|Cambridge
748975|2017-09-26 09:16:00|2|Oxford
394019|2018-08-02 15:24:00|1|London
734175|2017-08-07 15:12:00|2|Oxford
1048656|2016-05-17 15:06:00|4|Durham
325306|2017-12-18 13:54:00|2|London
1531469|2016-09-07 13:52:00|3|Cambridge
1706088|2018-04-11 12:16:00|3|Cambridge
1155899|2017-05-09 13:14:00|2|Durham
963426|2015-08-07 11:58:00|3|Durham
180665|2016-08-24 09:56:00|1|London
659506|2016-12-01 12:40:00|2|Oxford
1562173|2016-12-19 13:23:00|3|Cambridge
1236922|2018-02-02 09:24:00|3|Durham
756746|2017-10-20 12:29:00|3|Oxford
1063101|2016-07-05 10:16:00|3|Durham
542266|2015-11-09 09:18:00|3|Oxford
695677|2017-03-31 12:05:00|3|Oxford
345753|2018-02-23 10:52:00|3|London
762726|2017-11-09 13:55:00|3|Oxford
637683|2016-09-20 13:49:00|3|Oxford
